filename,filepath,aqi,category,source
41_hazy.png,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dense_haze\hazy\41_hazy.png,263.8,Very Unhealthy,dense_haze
42_hazy.png,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dense_haze\hazy\42_hazy.png,338.9,Hazardous,dense_haze
43_hazy.png,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dense_haze\hazy\43_hazy.png,250.1,Very Unhealthy,dense_haze
44_hazy.png,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dense_haze\hazy\44_hazy.png,328.4,Hazardous,dense_haze
45_hazy.png,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dense_haze\hazy\45_hazy.png,291.7,Very Unhealthy,dense_haze
46_hazy.png,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dense_haze\hazy\46_hazy.png,347.9,Hazardous,dense_haze
47_hazy.png,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dense_haze\hazy\47_hazy.png,264.5,Very Unhealthy,dense_haze
48_hazy.png,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dense_haze\hazy\48_hazy.png,307.9,Hazardous,dense_haze
49_hazy.png,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dense_haze\hazy\49_hazy.png,313.8,Hazardous,dense_haze
50_hazy.png,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dense_haze\hazy\50_hazy.png,267.0,Very Unhealthy,dense_haze
51_hazy.png,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dense_haze\hazy\51_hazy.png,280.5,Very Unhealthy,dense_haze
52_hazy.png,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dense_haze\hazy\52_hazy.png,263.4,Very Unhealthy,dense_haze
53_hazy.png,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dense_haze\hazy\53_hazy.png,299.1,Very Unhealthy,dense_haze
54_hazy.png,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dense_haze\hazy\54_hazy.png,307.5,Hazardous,dense_haze
55_hazy.png,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dense_haze\hazy\55_hazy.png,268.3,Very Unhealthy,dense_haze
dusttornado-001.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-001.jpg,390.2,Hazardous,dawn
dusttornado-002.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-002.jpg,323.0,Hazardous,dawn
dusttornado-003.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-003.jpg,412.5,Hazardous,dawn
dusttornado-004.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-004.jpg,422.0,Hazardous,dawn
dusttornado-005.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-005.jpg,277.4,Very Unhealthy,dawn
dusttornado-006.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-006.jpg,309.9,Hazardous,dawn
dusttornado-007.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-007.jpg,381.4,Hazardous,dawn
dusttornado-008.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-008.jpg,359.2,Hazardous,dawn
dusttornado-010.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-010.jpg,374.2,Hazardous,dawn
dusttornado-012.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-012.jpg,332.3,Hazardous,dawn
dusttornado-013.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-013.jpg,419.0,Hazardous,dawn
dusttornado-014.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-014.jpg,413.9,Hazardous,dawn
dusttornado-015.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-015.jpg,378.3,Hazardous,dawn
dusttornado-016.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-016.jpg,431.4,Hazardous,dawn
dusttornado-017.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-017.jpg,398.4,Hazardous,dawn
dusttornado-018.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-018.jpg,332.0,Hazardous,dawn
dusttornado-019.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-019.jpg,393.4,Hazardous,dawn
dusttornado-020.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-020.jpg,327.1,Hazardous,dawn
dusttornado-021.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-021.jpg,418.9,Hazardous,dawn
dusttornado-022.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-022.jpg,372.5,Hazardous,dawn
dusttornado-023.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-023.jpg,365.8,Hazardous,dawn
dusttornado-024.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-024.jpg,341.0,Hazardous,dawn
dusttornado-025.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-025.jpg,436.1,Hazardous,dawn
dusttornado-026.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-026.jpg,367.3,Hazardous,dawn
dusttornado-027.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-027.jpg,353.6,Hazardous,dawn
dusttornado-029.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-029.jpg,357.4,Hazardous,dawn
dusttornado-030.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-030.jpg,401.6,Hazardous,dawn
dusttornado-031.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-031.jpg,393.3,Hazardous,dawn
dusttornado-032.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-032.jpg,395.6,Hazardous,dawn
dusttornado-033.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-033.jpg,396.5,Hazardous,dawn
dusttornado-034.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-034.jpg,482.1,Hazardous,dawn
dusttornado-035.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-035.jpg,354.7,Hazardous,dawn
dusttornado-036.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-036.jpg,349.4,Hazardous,dawn
dusttornado-038.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-038.jpg,334.3,Hazardous,dawn
dusttornado-909.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-909.jpg,405.8,Hazardous,dawn
dusttornado-937.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\dusttornado-937.jpg,431.4,Hazardous,dawn
foggy-001.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-001.jpg,122.2,Unhealthy for Sensitive Groups,dawn
foggy-002.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-002.jpg,104.0,Unhealthy for Sensitive Groups,dawn
foggy-003.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-003.jpg,104.4,Unhealthy for Sensitive Groups,dawn
foggy-004.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-004.jpg,141.3,Unhealthy for Sensitive Groups,dawn
foggy-006.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-006.jpg,143.6,Unhealthy for Sensitive Groups,dawn
foggy-007.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-007.jpg,138.6,Unhealthy for Sensitive Groups,dawn
foggy-008.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-008.jpg,108.4,Unhealthy for Sensitive Groups,dawn
foggy-009.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-009.jpg,130.8,Unhealthy for Sensitive Groups,dawn
foggy-010.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-010.jpg,127.9,Unhealthy for Sensitive Groups,dawn
foggy-011.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-011.jpg,130.5,Unhealthy for Sensitive Groups,dawn
foggy-012.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-012.jpg,146.8,Unhealthy for Sensitive Groups,dawn
foggy-014.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-014.jpg,130.6,Unhealthy for Sensitive Groups,dawn
foggy-015.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-015.jpg,142.0,Unhealthy for Sensitive Groups,dawn
foggy-016.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-016.jpg,126.7,Unhealthy for Sensitive Groups,dawn
foggy-017.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-017.jpg,132.2,Unhealthy for Sensitive Groups,dawn
foggy-018.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-018.jpg,140.8,Unhealthy for Sensitive Groups,dawn
foggy-019.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-019.jpg,88.6,Moderate,dawn
foggy-020.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-020.jpg,117.0,Unhealthy for Sensitive Groups,dawn
foggy-022.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-022.jpg,113.2,Unhealthy for Sensitive Groups,dawn
foggy-023.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-023.jpg,109.0,Unhealthy for Sensitive Groups,dawn
foggy-024.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-024.jpg,118.1,Unhealthy for Sensitive Groups,dawn
foggy-025.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-025.jpg,162.4,Unhealthy,dawn
foggy-026.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-026.jpg,103.4,Unhealthy for Sensitive Groups,dawn
foggy-027.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-027.jpg,149.2,Unhealthy for Sensitive Groups,dawn
foggy-028.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-028.jpg,82.9,Moderate,dawn
foggy-029.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-029.jpg,116.6,Unhealthy for Sensitive Groups,dawn
foggy-030.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-030.jpg,129.1,Unhealthy for Sensitive Groups,dawn
foggy-031.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-031.jpg,139.7,Unhealthy for Sensitive Groups,dawn
foggy-033.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-033.jpg,142.8,Unhealthy for Sensitive Groups,dawn
foggy-034.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-034.jpg,144.8,Unhealthy for Sensitive Groups,dawn
foggy-035.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-035.jpg,116.3,Unhealthy for Sensitive Groups,dawn
foggy-036.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-036.jpg,113.4,Unhealthy for Sensitive Groups,dawn
foggy-037.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-037.jpg,146.4,Unhealthy for Sensitive Groups,dawn
foggy-038.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-038.jpg,120.2,Unhealthy for Sensitive Groups,dawn
foggy-039.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-039.jpg,93.1,Moderate,dawn
foggy-040.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-040.jpg,96.7,Moderate,dawn
foggy-041.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-041.jpg,102.0,Unhealthy for Sensitive Groups,dawn
foggy-042.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-042.jpg,137.4,Unhealthy for Sensitive Groups,dawn
foggy-043.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-043.jpg,128.6,Unhealthy for Sensitive Groups,dawn
foggy-044.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-044.jpg,142.3,Unhealthy for Sensitive Groups,dawn
foggy-045.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-045.jpg,114.3,Unhealthy for Sensitive Groups,dawn
foggy-046.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-046.jpg,129.0,Unhealthy for Sensitive Groups,dawn
foggy-047.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-047.jpg,140.6,Unhealthy for Sensitive Groups,dawn
foggy-048.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-048.jpg,117.3,Unhealthy for Sensitive Groups,dawn
foggy-049.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-049.jpg,136.4,Unhealthy for Sensitive Groups,dawn
foggy-050.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-050.jpg,108.5,Unhealthy for Sensitive Groups,dawn
foggy-051.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-051.jpg,115.9,Unhealthy for Sensitive Groups,dawn
foggy-053.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-053.jpg,115.5,Unhealthy for Sensitive Groups,dawn
foggy-055.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-055.jpg,95.1,Moderate,dawn
foggy-056.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-056.jpg,137.2,Unhealthy for Sensitive Groups,dawn
foggy-057.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-057.jpg,113.3,Unhealthy for Sensitive Groups,dawn
foggy-058.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-058.jpg,125.3,Unhealthy for Sensitive Groups,dawn
foggy-059.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-059.jpg,137.0,Unhealthy for Sensitive Groups,dawn
foggy-060.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-060.jpg,136.2,Unhealthy for Sensitive Groups,dawn
foggy-061.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-061.jpg,141.6,Unhealthy for Sensitive Groups,dawn
foggy-062.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-062.jpg,122.5,Unhealthy for Sensitive Groups,dawn
foggy-063.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-063.jpg,114.4,Unhealthy for Sensitive Groups,dawn
foggy-064.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-064.jpg,123.0,Unhealthy for Sensitive Groups,dawn
foggy-065.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-065.jpg,82.8,Moderate,dawn
foggy-066.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-066.jpg,88.8,Moderate,dawn
foggy-067.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-067.jpg,91.9,Moderate,dawn
foggy-068.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-068.jpg,100.1,Unknown,dawn
foggy-069.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-069.jpg,135.0,Unhealthy for Sensitive Groups,dawn
foggy-070.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-070.jpg,102.4,Unhealthy for Sensitive Groups,dawn
foggy-072.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-072.jpg,115.5,Unhealthy for Sensitive Groups,dawn
foggy-073.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-073.jpg,157.5,Unhealthy,dawn
foggy-074.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-074.jpg,116.1,Unhealthy for Sensitive Groups,dawn
foggy-075.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-075.jpg,143.4,Unhealthy for Sensitive Groups,dawn
foggy-076.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-076.jpg,101.7,Unhealthy for Sensitive Groups,dawn
foggy-077.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-077.jpg,119.9,Unhealthy for Sensitive Groups,dawn
foggy-078.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-078.jpg,101.2,Unhealthy for Sensitive Groups,dawn
foggy-079.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-079.jpg,116.5,Unhealthy for Sensitive Groups,dawn
foggy-080.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-080.jpg,146.0,Unhealthy for Sensitive Groups,dawn
foggy-081.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-081.jpg,81.8,Moderate,dawn
foggy-083.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-083.jpg,135.9,Unhealthy for Sensitive Groups,dawn
foggy-084.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-084.jpg,130.9,Unhealthy for Sensitive Groups,dawn
foggy-085.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-085.jpg,110.1,Unhealthy for Sensitive Groups,dawn
foggy-086.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-086.jpg,88.8,Moderate,dawn
foggy-087.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-087.jpg,126.8,Unhealthy for Sensitive Groups,dawn
foggy-088.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-088.jpg,111.8,Unhealthy for Sensitive Groups,dawn
foggy-089.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-089.jpg,130.8,Unhealthy for Sensitive Groups,dawn
foggy-090.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-090.jpg,125.5,Unhealthy for Sensitive Groups,dawn
foggy-091.jpg,C:\Users\Srujan Jadhav\Desktop\aqi_prediction\data\raw\dawn\images\foggy-091.jpg,165.0,Unhealthy,dawn
